,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
513,Domov důchodců Lampertice,6912955,195022,27.11.2018,,"64 722,00 CZK",Nákup zdravotních a terapeutických pomůcek,"[{'název': 'Páska se štítky', 'množství': 2, 'cena bez DPH': 4829.05, 'cena s DPH': 9658.1}, {'název': 'Napínací skluzné prostěradlo SWIFT', 'množství': 5, 'cena bez DPH': 726.48, 'cena s DPH': 3632.42}, {'název': 'Polohovací podložka DUO + s absorpční vrstvou', 'množství': 5, 'cena bez DPH': 782.81, 'cena s DPH': 3914.05}, {'název': 'Chránič oděvu malý 45 x 60 cm s kapsou', 'množství': 20, 'cena bez DPH': 402.32, 'cena s DPH': 8046.52}, {'název': 'Chránič oděvu velký 45 x 90 cm s kapsou', 'množství': 20, 'cena bez DPH': 424.16, 'cena s DPH': 8483.32}, {'název': 'Polyesterový pytel se šňůrou a pojistkou — bílý', 'množství': 16, 'cena bez DPH': 347.15, 'cena s DPH': 5554.38}, {'název': 'Polyesterový pytel se šňůrou a pojistkou-červený', 'množství': 4, 'cena bez DPH': 347.15, 'cena s DPH': 1388.6}, {'název': 'Polyesterový pytel se zavazováním na smyčku bílý', 'množství': 20, 'cena bez DPH': 347.14, 'cena s DPH': 6942.98}]",7465347,Apos Brno
514,Domov pro osoby se zdravotním postižením Sulická,6900731,70873046,27.11.2018,"66 160,64 CZK","80 054,37 CZK",Evakuační podložky,"[{'název': 'evakuační podložky SKI SHEET', 'množství': 37, 'cena bez DPH': 1782.72, 'cena s DPH': 65960.64}, {'název': 'doprava', 'množství': 1, 'cena bez DPH': 200, 'cena s DPH': 200}]",7452427,Apos Brno
515,SOCIÁLNÍ SLUŽBY LANŠKROUN,6847787,75081849,18.10.2018,"42 166,00 CZK","50 940,00 CZK",Objednávka na krepové povlečení,"[{'název': 'Krepové povlečení', 'množství': 50, 'cena bez DPH': 566.0, 'cena s DPH': 690.0}]",7395503,Apos Brno
516,Sociální služby města Moravská Třebová,6819895,194263,19.11.2018,"116 610,74 CZK","141 099,00 CZK",dodávka textilního zboží,"[{'název': 'elastická prostěradla obálkového střihu', 'množství': None, 'cena bez DPH': 64240, 'cena s DPH': 64240}, {'název': 'bavlněné povlečení s potiskem', 'množství': None, 'cena bez DPH': 76859, 'cena s DPH': 76859}]",7365479,Apos Brno
517,"Domov u Třebůvky Loštice, příspěvková organizace",6825247,75004020,20.11.2018,,"63 209,00 CZK",Dodání a instalace zažehlovacího lisu GOLDSEAL PLUS včetně všech komponentů.,"[{'název': 'zažehlovací lis GOLDSEAL PLUS', 'množství': None, 'cena bez DPH': 63209.0, 'cena s DPH': 63209.0}]",7371319,Apos Brno
518,"Domov pro seniory Nopova,příspěvková organizace",6804359,70887314,08.12.2017,"235 962,00 CZK","235 962,00 CZK",Kupní smlouva o dodávce cvičících strojů,"[{'název': 'rotopedy s lavičkou', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'trenažér pro protažení zádového svalstva', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'trenažér pro chodidla a rotaci kotníků s 2lavičkou', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'trenažér s psychomotorickými disky a 2lavičkou', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}]",7348671,Apos Brno
519,"Domov pro seniory Nopova,příspěvková organizace",6804363,70887314,08.12.2017,"95 095,00 CZK","95 095,00 CZK",Dodávka podložek na postele,"[{'název': 'podložka EMERIS 75x85 se záhyby', 'množství': 350, 'cena bez DPH': None, 'cena s DPH': None}]",7348675,Apos Brno
520,"Domov pro seniory Lukov, příspěvková organizace",6780947,70850941,14.11.2018,"82 645,00 CZK","100 000,00 CZK",APOS BRNO s.r.o.-kupní smlouva - lůžkoviny,"[{'název': 'lůžkoviny', 'množství': 100000, 'cena bez DPH': None, 'cena s DPH': None}]",7323555,Apos Brno
521,"Sociální služby města Rychnov nad Kněžnou, o.p.s.",6782575,27467686,14.11.2018,"50 128,10 CZK",,Objednávka podložek FUSION 90 x 90,"[{'název': 'podložka FUSION 90x90', 'množství': 90, 'cena bez DPH': 551.24, 'cena s DPH': 667.0}, {'název': 'provedení: se záhyby', 'množství': 1, 'cena bez DPH': 516.53, 'cena s DPH': 625.0}]",7325375,Apos Brno
522,Sociální služby města Pardubic,6755311,75090970,05.11.2018,"82 438,00 CZK",,Objednávka - 250 ks SMART elastické napínací prostěradlo,"[{'název': 'SMART elastické napínací prostěradlo krémové', 'množství': 250, 'cena bez DPH': 399, 'cena s DPH': 482.79}]",7295723,Apos Brno
523,"Domov seniorů Břeclav, příspěvková organizace",6759387,48452734,06.11.2018,"55 335,00 CZK","66 956,00 CZK",Objednávka - chrániče oděvů,"[{'název': 'chránič oděvu malý 45x60 vz 1 s kapsou MIP70824/SY/UK/K', 'množství': 40, 'cena bez DPH': 325.5, 'cena s DPH': 394.55}, {'název': 'chránič oděvu malý 45x60 vz 3 s kapsou MIP70824/S2/UK/K', 'množství': 40, 'cena bez DPH': 325.5, 'cena s DPH': 394.55}, {'název': 'chránič oděvu malý 45x60 vz 4 s kapsou MIP70824/SG/UK/K', 'množství': 40, 'cena bez DPH': 325.5, 'cena s DPH': 394.55}, {'název': 'chránič oděvu malý 45x60 vz 8 s kapsou MIP70824/KS/UK/K', 'množství': 50, 'cena bez DPH': 325.5, 'cena s DPH': 394.55}]",7300231,Apos Brno
524,"Domov pro seniory Skalice, příspěvková organizace",6730671,45671729,25.10.2018,"12 549,59 CZK","15 185,00 CZK",Objednávka - obálkové prostěradlo,"[{'název': 'elastické prostěradlo obálkového střihu', 'množství': 35, 'cena bez DPH': 352.89, 'cena s DPH': 427.0}, {'název': 'Doprava: V ČR - Česká pošta - obchodní balík (poštovné + balné) s DPH', 'množství': 1, 'cena bez DPH': 198.35, 'cena s DPH': 240.0}]",7269303,Apos Brno
525,"Domov pro seniory Skalice, příspěvková organizace",6730579,45671729,25.10.2018,"39 793,39 CZK","48 150,00 CZK","Objednávka - polohovací podložka, prostěradlo","[{'název': 'polohovací podložka DUO-i plus 85x90 se záhyby', 'množství': 30, 'cena bez DPH': 680.99, 'cena s DPH': 824.0}, {'název': 'napínací kluzné prostěradlo z Ultraslide', 'množství': 1, 'cena bez DPH': 632.23, 'cena s DPH': 765.0}]",7269207,Apos Brno
526,Domov důchodců Černožice,6624171,579017,26.10.2018,,"181 047,00 CZK","Objednávka 344/2018 prostěradla,podložky","[{'název': 'podložka se záhyby Chamonix', 'množství': 150, 'cena bez DPH': 805.6, 'cena s DPH': None}, {'název': 'elastické prostěradlo SMART', 'množství': 150, 'cena bez DPH': 401.38, 'cena s DPH': None}]",7155427,Apos Brno
527,"Domov seniorů Břeclav, příspěvková organizace",6625187,48452734,26.10.2018,"192 105,00 CZK","232 447,00 CZK","Objednávka - aktivizační a zdrav. pomůcky (kuželky, kalendář, podložky, overaly)","[{'název': 'Tiché kuželky', 'množství': 1, 'cena bez DPH': 2109, 'cena s DPH': 2551.89}, {'název': 'Kalendář dř. komplet s obrázky 40x40', 'množství': 2, 'cena bez DPH': 1651, 'cena s DPH': 1997.71}, {'název': 'podložka SONOMA 85x90', 'množství': 200, 'cena bez DPH': 482.67, 'cena s DPH': 583.88}, {'název': 'podložka na křesla malá 40x50 zelená', 'množství': 30, 'cena bez DPH': 405.48, 'cena s DPH': 490.54}, {'název': 'Overal se zipem v rozkroku, dlouhý, chrpová modř vel. L', 'množství': 25, 'cena bez DPH': 1289.91, 'cena s DPH': 1560.79}, {'název': 'Overal se zipem v rozkroku, dlouhý, chrpová modř vel. M', 'množství': 25, 'cena bez DPH': 1289.91, 'cena s DPH': 1560.79}, {'název': 'Overal se zipem v rozkroku, krátký, blankyt modrá vel. L', 'množství': 6, 'cena bez DPH': 1307.58, 'cena s DPH': 1581.44}, {'název': 'dámská košile anděl PLUS L/XL', 'množství': 10, 'cena bez DPH': 446.4, 'cena s DPH': 540.46}, {'název': 'Náklady na dopravu', 'množství': None, 'cena bez DPH': 1190.4, 'cena s DPH': 1440.74}]",7156523,Apos Brno
528,"Domov Harmonie, centrum sociálních služeb Mirošov, příspěvková organizace",6588339,48379808,18.10.2018,"197 213,40 CZK","238 628,21 CZK",Dodávka evakuačních podložek,"[{'název': 'evakuační podložky', 'množství': 118, 'cena bez DPH': 1671.3, 'cena s DPH': 197213.4}]",7116019,Apos Brno
529,Sociální služby města Jičína,6565611,70888167,02.10.2018,"64 050,41 CZK","77 501,00 CZK","20 ks nepromokavý pytel, 40 ks pytel na prádlo, 100 ks elastické prostěradlo, 10 ks podložka na křeslo, 5 ks ochranné polstrování postranic","[{'název': 'nepromokavý pytel', 'množství': 20, 'cena bez DPH': 3200, 'cena s DPH': 3872}, {'název': 'pytel na prádlo', 'množství': 40, 'cena bez DPH': 6400, 'cena s DPH': 7744}, {'název': 'elastické prostěradlo', 'množství': 100, 'cena bez DPH': 16000, 'cena s DPH': 19360}, {'název': 'podložka na křeslo', 'množství': 10, 'cena bez DPH': 1600, 'cena s DPH': 1936}, {'název': 'ochranné polstrování postranic', 'množství': 5, 'cena bez DPH': 800, 'cena s DPH': 968}]",7090915,Apos Brno
530,"Centrum sociální a ošetřovatelské pomoci v Praze 10, příspěvková organizace",6565499,70873241,22.10.2018,,"65 025,00 CZK",Elastická prostěradla obálkového střihu pro DS Zvonková a DS Zámeček,"[{'název': 'elastické prostěradlo obálkového střihu', 'množství': 50, 'cena bez DPH': 401.0, 'cena s DPH': 865.0}, {'název': 'Poštovné, balné', 'množství': 40, 'cena bez DPH': 401.0, 'cena s DPH': 401.0}, {'název': 'Poštovné, balné', 'množství': 20, 'cena bez DPH': 401.0, 'cena s DPH': 401.0}]",7090791,Apos Brno
531,"Domov pro seniory Koniklecová, příspěvková organizace",6543051,70887047,22.10.2018,"45 272,25 CZK","54 779,42 CZK",objednávka - evakuační podložky,"[{'název': 'evakuační plachety', 'množství': 25, 'cena bez DPH': 2191.56, 'cena s DPH': 2649}]",7065767,Apos Brno
532,"Domov pro seniory Burešov, příspěvková organizace",6527011,70851042,19.10.2018,"163 948,40 CZK","198 088,52 CZK",polohovací podložky a prostěradla,"[{'název': 'polohovací podložky DUO+ s absorpční vrstvou', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastická napínací bílá prostěradla SMART', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': None}]",7047779,Apos Brno
533,Domov pro seniory Heřmanův Městec,6485855,70876258,16.10.2018,,,Kupní smlouva č. 21018 Bezdrátový systém přivolání pomoci na Vile,"[{'název': 'Bezdrátový systém přivolání pomoci na Vile', 'množství': None, 'cena bez DPH': 213821, 'cena s DPH': 258723.4}]",7002207,Apos Brno
534,"Městská správa sociálních služeb Boskovice, příspěvková organizace",6150487,380504,15.08.2018,,"159 412,00 CZK",Dodávka koupacích vaků,"[{'název': 'koupací vaky velikost M', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'koupací vaky velikost L', 'množství': 5, 'cena bez DPH': None, 'cena s DPH': None}]",6629995,Apos Brno
535,"Sociální služby města Rychnov nad Kněžnou, o.p.s.",6119759,27467686,31.08.2018,"30 580,00 CZK","37 002,00 CZK",Objednávka přikrývek,"[{'název': 'tkaná přikrývka UltraLinks Bedspread zelená MIP 49215/66GR', 'množství': 35, 'cena bez DPH': 26582.85, 'cena s dph': None}, {'název': 'tkaná přikrývka UltraLinks Bedspread malinová MIP 49215/66/MB', 'množství': 5, 'cena bez DPH': 3797.55, 'cena s dph': None}, {'název': 'zásilkové výdaje', 'množství': None, 'cena bez DPH': 200, 'cena s dph': None}]",6597063,Apos Brno
536,SeniorCentrum Skuteč,6104143,75016541,03.09.2018,"768 534,00 CZK","929 926,00 CZK",Bezdrátový signalizační systém přivolání pomoci v tísni,"[{'název': 'Signalizace klient - sestra', 'množství': None, 'cena bez DPH': 768534, 'cena s DPH': 929926}]",6579919,Apos Brno
537,"Podkrušnohorské domovy sociálních služeb Dubí - Teplice, příspěvková organizace",5882939,63787849,01.08.2018,"144 330,00 CZK","174 639,00 CZK",Objednávka č. 61/2018 - rotoped + dvoulavička,"[{'název': 'stojan pro cvič. ment. doved. R7174 (rotoped + dvoulavička)', 'množství': 3, 'cena bez DPH': 144330.0, 'cena s DPH': 174639.0}]",6339043,Apos Brno
538,"Sociální služby města Rychnov nad Kněžnou, o.p.s.",5754351,27467686,18.07.2018,"48 372,00 CZK",,Objednávka mobilních záhonků,"[{'název': 'mobilní záhonek © ZT ERL 8312933', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'zásilkové výdaje', 'množství': None, 'cena bez DPH': 360, 'cena s DPH': 435.6}]",6198599,Apos Brno
539,"Centrum sociálních služeb Prostějov, příspěvková organizace",5736507,47921293,17.07.2018,"571 149,00 CZK","691 090,29 CZK","Dodávka 3ks komunikačních panelů (signalizace klient-sestra), včetně příslušenství","[{'název': 'Signalizace klient - sestra', 'množství': None, 'cena bez DPH': 571149, 'cena s DPH': 691090.29}]",6179027,Apos Brno
540,"Domov seniorů Břeclav, příspěvková organizace",5656055,48452734,04.07.2018,"57 969,00 CZK","70 142,00 CZK","Objednávka - člověče nezlob se, podložky, adaptér pro světla","[{'název': 'Člověče nezlob se XXL', 'množství': 3, 'cena bez DPH': 2447, 'cena s DPH': 2961.07}, {'název': 'Detekční podložka podlahová', 'množství': 3, 'cena bez DPH': 6310, 'cena s DPH': 7635.1}, {'název': 'Nástěnný světelný alarm (včetně zapojení a adaptérů)', 'množství': 6, 'cena bez DPH': 5283, 'cena s DPH': 6392.43}]",6092075,Apos Brno
541,"Domov Božice, příspěvková organizace",5109039,45671877,29.12.2017,,"60 240,00 CZK",Objednávka na povlačení,"[{'název': 'Bavlněné povlečení 415/502', 'množství': 120, 'cena bez DPH': None, 'cena s DPH': None}]",6029555,Apos Brno
542,"Domov Božice, příspěvková organizace",5108699,45671877,28.12.2017,,"53 707,00 CZK",Objednávka na terapeutické panenky,"[{'název': 'Terapeutický pes Čertík - černobílý', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Terapeutický kocour Mikeš - černobílý', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Terapeutická panenka ""Barborka""', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Terapeutická panenka ""Hanička""', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Terapeutická panenka „Běďa""', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Klasická plátěná podložka', 'množství': 300, 'cena bez DPH': None, 'cena s DPH': None}]",6029523,Apos Brno
543,"Domov Božice, příspěvková organizace",5108971,45671877,29.12.2017,,"58 500,00 CZK",Objednávka na prostěradla,"[{'název': 'Pacier', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pr lo střihu SMART - prevence dekubitů - meruňková barva', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}]",6029539,Apos Brno
544,"Domov Božice, příspěvková organizace",5108163,45671877,28.12.2017,,"58 752,00 CZK",Objednávka na osušky,"[{'název': '125 em - cihlová', 'množství': None, 'cena bez DPH': 1349, 'cena s DPH': 1632}, {'název': '5 em - šeříková', 'množství': None, 'cena bez DPH': 1349, 'cena s DPH': 16}]",6029483,Apos Brno
545,"Domov Božice, příspěvková organizace",5108543,45671877,28.12.2017,,"60 024,00 CZK",Objednávka na nepromokavé pytle,"[{'název': 'Nepromokavý pytel - bílá barva', 'množství': 82, 'cena bez DPH': None, 'cena s DPH': None}]",6029507,Apos Brno
546,"Domov Božice, příspěvková organizace",5108307,45671877,28.12.2017,,"60 390,00 CZK",Objednávka na pytle na prádlo,"[{'název': 'předmět koupě dle objednávky č. 0E838', 'množství': None, 'cena bez DPH': 49404.14, 'cena s DPH': 60263}, {'název': 'předmět koupě dle objednávky č. 0E839', 'množství': None, 'cena bez DPH': 49985.95, 'cena s DPH': 60483}, {'název': 'předmět koupě dle objednávky č. 0E840', 'množství': None, 'cena bez DPH': 49312.4, 'cena s DPH': 59668}, {'název': 'předmět koupě dle objednávky č. 0E841', 'množství': None, 'cena bez DPH': 49942.97, 'cena s DPH': 60431}, {'název': 'předmět koupě dle objednávky č. 0E842', 'množství': None, 'cena bez DPH': 49204.13, 'cena s DPH': 59537}, {'název': 'předmět koupě dle objednávky č. 0E845', 'množství': None, 'cena bez DPH': 49982.64, 'cena s DPH': 60479}, {'název': 'předmět koupě dle objednávky č. 0E844', 'množství': None, 'cena bez DPH': 45094.17, 'cena s DPH': 54567}, {'název': 'předmět koupě na základě smlouvy', 'množství': None, 'cena bez DPH': 28200, 'cena s DPH': 34122}]",6029491,Apos Brno
547,"Domov Božice, příspěvková organizace",5107955,45671877,28.12.2017,,"60 192,00 CZK",Objednávka na ručníky,"[{'název': 'ručník 50x90 cm - modrá', 'množství': 33, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'TH/PEACH', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'TH/BLUE', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': None}]",6029471,Apos Brno
548,"Domov Kytín, poskytovatel sociálních služeb",5421135,69344035,05.06.2018,"66 113,00 CZK","79 996,00 CZK",Zažehlovací lis pro označování prádla,"[{'název': 'Zažehlovací lis pro označování prádla', 'množství': None, 'cena bez DPH': 66113, 'cena s DPH': 79996}]",5836183,Apos Brno
549,Sociální služby města Jičína,5239799,70888167,24.05.2018,"53 124,50 CZK","64 281,00 CZK",30 ks evakuačních podložek SKI SHEET 3 + reflexní štítky,"[{'název': 'evakuační podložky SKI SHEET 3 + reflexní štítky', 'množství': 30, 'cena bez DPH': 53124.5, 'cena s DPH': None}]",5642987,Apos Brno
550,Centrum sociálních služeb Jeseník,4832808,852163,05.04.2018,"24 885,00 CZK","30 112,00 CZK",Terapeutické pomůcky,"[{'název': 'Terapeutické pomůcky', 'množství': None, 'cena bez DPH': '24885.00 CZK', 'cena s DPH': '30112.00 CZK'}]",5211396,Apos Brno
551,"Nemocnice Jablonec nad Nisou, p.o.",4732596,829838,22.03.2018,"55 133,06 CZK",,Objednávka operačních souprav,"[{'název': 'zboží dle cenové nabídky VNA1863', 'množství': 100, 'cena bez DPH': 66711, 'cena s DPH': None}]",5104260,Apos Brno
552,"Nemocnice Jablonec nad Nisou, p.o.",4733360,829838,22.03.2018,"148 960,33 CZK",,Objednávka operačních souprav,"[{'název': 'zboží dle cenové nabídky VNA1862', 'množství': 1, 'cena bez DPH': None, 'cena s dph': '180242.00 CZK'}]",5105076,Apos Brno
553,Dům seniorů - Domov důchodců,4333836,63893703,29.12.2017,,"99 438,80 CZK",Objednávka č. 2/12/2017,"[{'název': 'páska se štítky 82x42 bílá 50 m', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': 5083.21}, {'název': 'páska se štítky 2x41x17 bílá 50 m', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': 5083.21}, {'název': 'páska do tiskárny Epson LO 630', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': 1136.19}, {'název': 'samorozevíratelný nepromokavý pytel červený', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': 696}, {'název': 'chránič oděvu velký 45x90', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': 412}, {'název': 'elastické prostěradlo obálkového střihu meruňkové', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': 427}, {'název': 'podložka CHAMONIX 85x90 se záhyby', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': 848}, {'název': 'nepromokavý pytel na prádlo 75x102 cm modrý', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': 732}]",4670280,Apos Brno
