,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
4,"Sociální služby Uherské Hradiště, příspěvková organizace",24403403,92096,17.10.2023,"119 490,00 CZK",,Kupní smlouva na dodávku přikrývek,"[{'název': 'Přikrývka z dutého vlákna, prošívaná, rozměr 140 x 200 cm, potah plátno bílé (100% BA), náplň rouno (100% PES)', 'množství': 210, 'cena bez DPH': 119490.0, 'cena s DPH': 144582.9}]",26127879,"OTEX, chráněná dílna s.r.o."
5,"Střední odborná škola, Šumperk, Zemědělská 3",23478759,852384,12.05.2023,"45 396,00 CZK","54 929,16 CZK",Kupní smlouva na dodávku ložního povlečení a prostěradel na domov mládeže školy.,"[{'název': 'Ložní souprava — vzor 9223-45-280', 'množství': 26, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Ložní souprava — vzor 9417-31-411', 'množství': 13, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Ložní souprava — vzor 214788-52-588', 'množství': 13, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Napínací prostěradlo Jersey 90 x 200 — vzor 57', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",25159055,"OTEX, chráněná dílna s.r.o."
6,"Sociální služby pro seniory Šumperk, příspěvková organizace",21397605,75004011,28.12.2022,"158 459,00 CZK","191 735,39 CZK","Nákup 410 ks prostěradlo froté, 23 ks pytel na použité prádlo, 54 ks podložka zdravotní, 50 ks prostěradlo bavlna.","[{'název': 'Pytel na použité prádlo 67 x 116', 'množství': 23, 'cena bez DPH': None, 'cena s dph': '277,09 Kč'}, {'název': 'Podložka zdravotní, 100% ba, plátno - bílá - 140x170 cm', 'množství': 54, 'cena bez DPH': None, 'cena s dph': '209,33 Kč'}, {'název': 'Prostěradlo 100% bavlna, bílá 140x240 cm', 'množství': 50, 'cena bez DPH': None, 'cena s dph': '256,52 Kč'}]",22963769,"OTEX, chráněná dílna s.r.o."
7,"Sociální služby pro seniory Šumperk, příspěvková organizace",21335193,75004011,27.12.2022,"290 250,00 CZK","351 202,50 CZK","Prostěradla froté barevná 360 ks, podložky zdravotní bílé 450 ks, prostěradla bavlněná bílá 450 ks.","[{'název': 'Prostěradlo napínací froté, 90 x 200, výška matrace 20 cm, 60 ks žlutá, 60 ks zelená, 60 ks růžová, 60 ks modrá, 60 ks bílá káva, 60 ks bílá', 'množství': 360, 'cena bez DPH': None, 'cena s dph': '393,25 Kč'}, {'název': 'podložka zdravotní, 100% ba, plátno - bílá - 140x170 cm', 'množství': 450, 'cena bez DPH': None, 'cena s dph': '209,33 Kč'}, {'název': 'prostěradlo 100% bavlna, bílá 140x240 cm', 'množství': 450, 'cena bez DPH': None, 'cena s dph': '256,52 Kč'}]",22897305,"OTEX, chráněná dílna s.r.o."
8,"Sociální služby pro seniory Šumperk, příspěvková organizace",20959809,75004011,25.11.2022,"398 555,00 CZK","482 251,55 CZK","Prostěradla froté 310 ks, deky mikroplyš 40 ks, bryndáky 180 ks, ručníky 105 ks, osušky 150 ks, utěrky 40 ks, podložky zdravotní 200 ks, podložky froté 330 ks, prostěradla bavlna 150 ks, pytle na prádlo 40 ks, polštáře 40 ks, přikrý","[{'název': 'prostěradlo napínací froté, výška matrace 20 cm', 'množství': 310, 'cena bez DPH': None, 'cena s dph': 393.25}, {'název': 'deka mikroplyšová 150x200', 'množství': 40, 'cena bez DPH': None, 'cena s dph': 677.6}, {'název': 'bryndák froté - 100%bavlna', 'množství': 180, 'cena bez DPH': None, 'cena s dph': 235.95}, {'název': 'ručník froté 50x100 cm', 'množství': 105, 'cena bez DPH': None, 'cena s dph': 111.32}, {'název': 'osuška froté 70x140', 'množství': 150, 'cena bez DPH': None, 'cena s dph': 179.08}, {'název': 'utěrka', 'množství': 40, 'cena bez DPH': None, 'cena s dph': 87.12}, {'název': 'podložka zdravotní, 100% ba, plátno 140x170 cm', 'množství': 200, 'cena bez DPH': None, 'cena s dph': 209.33}, {'název': 'podložka froté + PUR zátěr 100x140 cm', 'množství': 330, 'cena bez DPH': None, 'cena s dph': 347.27}, {'název': 'prostěradlo 100% bavlna, 140x240 cm', 'množství': 150, 'cena bez DPH': None, 'cena s dph': 256.52}, {'název': 'pytel na prádlo 72x112 cm', 'množství': 40, 'cena bez DPH': None, 'cena s dph': 277.09}, {'název': 'polštář duté vlákno 70x90 cm', 'množství': 40, 'cena bez DPH': None, 'cena s dph': 435.6}, {'název': 'přikrývka duté vlákno 140x200', 'množství': 30, 'cena bez DPH': None, 'cena s dph': 689.7}, {'název': 'ubrus tm.modrý 50x50', 'množství': 5, 'cena bez DPH': None, 'cena s dph': 105.27}, {'název': 'ubrus teflon bílý 100x180', 'množství': 5, 'cena bez DPH': None, 'cena s dph': 392.04}, {'název': 'ubrus vánoční 120x140 vánoční srdce a hvězda', 'množství': 5, 'cena bez DPH': None, 'cena s dph': 421.08}]",22498017,"OTEX, chráněná dílna s.r.o."
9,"Domov pro seniory Třebíč, Koutkova - Kubešova, příspěvková organizace",20905525,71184538,22.11.2022,"82 364,00 CZK","99 660,00 CZK",Nákup souprav ložního povlečení a napínacích prostěradel,"[{'název': 'ložní povlečení Dezén č. 9231', 'množství': 80, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'ložní povlečení Dezén č. 9328', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'napínací prostěradla (barva béžová nebo světle žlutá) výška matrace 20 cm', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}]",22441825,"OTEX, chráněná dílna s.r.o."
10,"Sociální služby pro seniory Šumperk, příspěvková organizace",17104095,75004011,16.11.2021,"240 870,00 CZK","291 452,70 CZK","Ložní soupravy, ručníky, bryndáky, deky, prostěradla, podložky zdravotní, osušky pro uživatele služeb DPS a DZR.","[{'název': 'ložní souprava - 100% BA-plátno,70x 90, 140x200, nitěné knoflíky, jednobarevné', 'množství': 150, 'cena bez DPH': None, 'cena s dph': 559.02}, {'název': 'ručník froté, 50x100', 'množství': 380, 'cena bez DPH': None, 'cena s dph': 107.69}, {'název': 'bryndák froté - 100%bavlna', 'množství': 100, 'cena bez DPH': None, 'cena s dph': 182.71}, {'název': 'mikroplyšová deka - 150x200', 'množství': 90, 'cena bez DPH': None, 'cena s dph': 417.45}, {'název': 'prostěradlo napínací froté, 30 ks žlutá - 90x200', 'množství': 30, 'cena bez DPH': None, 'cena s dph': 332.75}, {'název': 'podložka zdravotní, 100% ba, plátno - 140x170 cm', 'množství': 150, 'cena bez DPH': None, 'cena s dph': 214.17}, {'název': 'osuška froté,70x140', 'množství': 60, 'cena bez DPH': None, 'cena s dph': 175.45}, {'název': 'podložka froté 100x140 cm - bílé', 'množství': 200, 'cena bez DPH': None, 'cena s dph': 286.77}]",18410275,"OTEX, chráněná dílna s.r.o."
11,"Sociální služby pro seniory Šumperk, příspěvková organizace",13498060,75004011,06.11.2020,,"169 871,90 CZK","Nákup prádla- prostěradla, zdravotní podložky, podložky froté, přikrývky a polštáře z dutého vlákna.","[{'název': 'radio napínací frote, barva héžová - rozměr 200cm, výška 20cm', 'množství': 32.75, 'cena bez DPH': None, 'cena s dph': 65500}, {'název': 'Podložka zdravo 100% bavlna, plátno, rozměr 150*200cm, krémová barva', 'množství': 350, 'cena bez DPH': None, 'cena s dph': 7199500}]",14471948,"OTEX, chráněná dílna s.r.o."
12,"Sociální služby pro seniory Šumperk, příspěvková organizace",6646187,75004011,31.10.2018,"66 450,00 CZK","80 404,50 CZK","Nákup osobních ochranných pracovních pomůcek pro zaměstnance organizace (kalhoty, polokošile, haleny, šaty).","[{'název': 'Polokošile Piké vel. XXL - barva modrá', 'množství': 8, 'cena bez DPH': None, 'cena s DPH': '187,55 Kč'}, {'název': 'Polokošile Piké vel. XXXL - barva modrá', 'množstí': 6, 'cena bez DPH': None, 'cena s DPH': '187,55 Kč'}, {'název': 'Halena zelená vel. 38/40 - princess', 'množství': 3, 'cena bez DPH': None, 'cena s DPH': '382,36 Kč'}, {'název': 'Halena zelená vel. 42/44 - princess', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': '382,36 Kč'}, {'název': 'Halena fialová vel. 46/48 - princess', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': '382,36 Kč'}, {'název': 'Halena fialová vel. 58/60 - princess', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': '382,36 Kč'}, {'název': 'Halena bílo-fialová vel.54/56, sedlo, límec', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': '369,05 Kč'}, {'název': 'Šaty modré vel. M', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': '493,68 Kč'}, {'název': 'Šaty modré vel. XXXL', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': '565,07 Kč'}, {'název': 'Šaty zelené vel. M', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': '493,68 Kč'}, {'název': 'Šaty zelené vel. XXXL', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': '565,07 Kč'}]",7178987,"OTEX, chráněná dílna s.r.o."
13,"Domov pro seniory Třebíč, Koutkova - Kubešova, příspěvková organizace",4337012,71184538,04.12.2017,"135 198,00 CZK","163 590,00 CZK","Ložní soupravy, prostěradla napínací, podložky","[{'název': 'ložní soupravy z hladkého plátna', 'množství': 160, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'prostěradlo napínací - jersey vysoká gramáž', 'množství': 140, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložky zdravotní - plátno, bílá', 'množství': 300, 'cena bez DPH': None, 'cena s DPH': None}]",4673728,"OTEX, chráněná dílna s.r.o."
14,"Sociální služby pro seniory Šumperk, příspěvková organizace",57561,75004011,22.07.2016,"55 537,00 CZK","67 200,00 CZK","Podložka froté bílá + PUR zátěr, rozměr 110x140 cm","[{'název': 'Podložka froté bílá + PUR zátěr, 110*140 cm', 'množství': 280, 'cena bez DPH': None, 'cena s dph': 240.0}]",60097,"OTEX, chráněná dílna s.r.o."
0,"Zahrada, poskytovatel sociálních služeb",26564351,71234446,17.04.2024,"78 650,00 CZK","78 650,00 CZK","Objednávka - prostěradla, chrániče matrací,ložní povlečení","[{'název': 'Prostěradla, chrániče matrací, ložní povlečení', 'množství': None, 'cena bez DPH': 78650, 'cena s DPH': 78650}]",28425271,Františka Kaštylová
1,Domov pro seniory Nová slunečnice,24594195,71294287,24.10.2023,"52 200,00 CZK",,Objednávka - set přikrývky a polštáře,"[{'název': None, 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",26328639,Františka Kaštylová
2,"Domov Slunovrat, Ostrava-Přívoz, příspěvková organizace",20892809,70631841,04.11.2022,,"60 400,00 CZK",Objednávka,"[{'název': 'Set polštář 70x90 + přikrývka 140x200', 'množství': 100, 'cena bez DPH': 604.0, 'cena s dph': None}]",22428269,Františka Kaštylová
3,"Střední škola průmyslová, Krnov, příspěvková organizace",20877849,846279,16.11.2022,"104 620,00 CZK","104 620,00 CZK",Nákup prádla na doplnění skladu,"[{'název': 'Deka ""mikroflís""', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'bavlněné utěrky', 'množství': 100, 'cena bez DPH': 29, 'cena s DPH': None}, {'název': 'prostěradla', 'množství': 130, 'cena bez DPH': 225, 'cena s DPH': None}, {'název': 'povlečení', 'množství': 130, 'cena bez DPH': 299, 'cena s DPH': None}]",22412649,Františka Kaštylová
4,"Domov Magnolie, Ostrava-Vítkovice, příspěvková organizace",20830277,70631859,04.11.2022,,"60 400,00 CZK","Objednávka - sety polštáře, přikrývky","[{'název': 'Set polštář a přikrývka', 'množství': 100, 'cena bez DPH': None, 'cena s dph': 604}]",22362621,Františka Kaštylová
5,"Domov Čujkovova, Ostrava-Zábřeh, příspěvková organizace",20757117,70631875,07.11.2022,"402 440,00 CZK","402 440,00 CZK",Nákup ložního prádla,"[{'název': 'set polštář 70x90 cm, přikrývka 140x120 cm', 'množství': 400, 'cena bez DPH': None, 'cena s dph': 604}, {'název': 'žínka froté', 'množství': 4500, 'cena bez DPH': None, 'cena s dph': 10}, {'název': 'povlečení bavlna 1+1, rozměr 70x90cm, 140x200 cm', 'množství': 320, 'cena bez DPH': None, 'cena s dph': 362}]",22285885,Františka Kaštylová
6,"Domov Sluníčko, Ostrava-Vítkovice, příspěvková organizace",20721273,70631832,07.11.2022,"110 032,00 CZK",,Objednávka - povlečení 368 ks - 2. část,"[{'název': 'bavlněné povlečení', 'množství': 368, 'cena bez DPH': 299, 'cena s dph': 299}]",22248401,Františka Kaštylová
7,"Domov Sluníčko, Ostrava-Vítkovice, příspěvková organizace",20631737,70631832,25.10.2022,"110 032,00 CZK",,Objednávka - povlečení 368 ks,"[{'název': 'bavlněné povlečení', 'množství': 368, 'cena bez DPH': 299, 'cena s DPH': 299}]",22153853,Františka Kaštylová
0,"Sociální služby Vsetín, příspěvková organizace",29166784,49562827,27.11.2024,"217 437,00 CZK",,nákup povlečení,,31169320,družstvo TEXman
1,Domov důchodců Náchod,26579507,71193987,27.03.2024,"76 890,00 CZK","93 036,00 CZK",Dodání 110 ks textilních přehozů na lůžko,,28441055,družstvo TEXman
2,"CENTRUM ROŽMITÁL POD TŘEMŠÍNEM, poskytovatel sociálních služeb",25433459,42727219,20.12.2023,"118 000,00 CZK","142 780,00 CZK",ložní povlečení,,27235331,družstvo TEXman
3,"Dům seniorů Františkov, Liberec, příspěvková organizace",25306583,10808108,12.12.2023,,"75 346,00 CZK",Objednávka ložního prádla pro DS Františkov,,27101615,družstvo TEXman
4,"Domov pro seniory Havlíčkův Brod, příspěvková organizace",24855611,60128071,23.11.2023,"48 900,00 CZK","149 157,00 CZK",nákup prostěradel a ložního povlečení,,26606263,družstvo TEXman
5,Liberecký kraj,24004759,70891508,07.09.2023,"69 950,00 CZK",,"Poskytnutí účelové dotace z programu 2.6 DF LK na projekt ""Osvětová kampaň na podporu sociální ekonomiky a sociálního podnikání v regionu""""",,25710019,družstvo TEXman
6,"Centrum sociálních služeb Znojmo, příspěvková organizace",21179405,45671770,12.12.2022,,"87 659,00 CZK",deka flanel fleece UNI 160x200cm,,22728789,družstvo TEXman
7,Úřad práce ČR - krajská pobočka v Liberci - kontaktní pracoviště Liberec (Úřad práce České republiky),21138497,72496991,12.12.2022,"300 000,00 CZK","300 000,00 CZK",Dohoda o zřízení pracovního místa pro osobu se zdravotním postižením a poskytnutí příspěvku č. LBA-P-1/2022,,22686513,družstvo TEXman
8,"Dům seniorů Františkov, Liberec, příspěvková organizace",20834209,10808108,15.11.2022,"72 200,00 CZK","87 362,00 CZK",Objednávka - ložní prádlo,,22366865,družstvo TEXman
9,"Jedličkův ústav, příspěvková organizace",20223397,70932522,20.09.2022,"73 731,00 CZK","89 214,51 CZK",Objednávka č. 47 _lůžkoviny,,21725593,družstvo TEXman
10,Úřad práce ČR - krajská pobočka v Liberci - kontaktní pracoviště Liberec (Úřad práce České republiky),19016523,72496991,23.05.2022,"73 128,00 CZK","73 128,00 CZK","Dohoda o vyhrazení společensky účelného pracovního místa a poskytnutí příspěvku, spolufinancovaného ze státního rozpočtu a Evropského sociálního fondu č. LBA-JZ-14/2022",,20430471,družstvo TEXman
11,"Česká pošta, s.p.",16833599,47114983,08.10.2021,,,"Smlouva o zajištění služeb pro Českou poštu, s.p. - BP Liberec Merkur SČ",,19690695,družstvo TEXman
12,Liberecký kraj,17551843,70891508,01.12.2021,"65 083,00 CZK",,Objednávka_sestavení a dodání 150 ks dárkových balíčků/propagačních předmětů LK,,18882755,družstvo TEXman
13,"Domov pro seniory Havlíčkův Brod, příspěvková organizace",17254715,60128071,30.11.2021,"176 500,00 CZK","213 565,00 CZK",nákup ložního povlečení a prostěradel,,18568311,družstvo TEXman
14,Úřad práce ČR - krajská pobočka v Liberci - kontaktní pracoviště Liberec (Úřad práce České republiky),15889147,72496991,02.07.2021,"100 000,00 CZK","100 000,00 CZK",Dohoda o zřízení pracovního místa pro osobu se zdravotním postižením a poskytnutí příspěvku č. LBA-P-3/2021,,17100335,družstvo TEXman
15,Ministerstvo práce a sociálních věcí,14684691,551023,03.03.2021,"63 000,00 CZK",,Činnost lokálního konzultanta,,15779463,družstvo TEXman
16,Úřad práce ČR - krajská pobočka v Liberci - kontaktní pracoviště Liberec (Úřad práce České republiky),10090608,72496991,25.11.2019,"500 000,00 CZK","500 000,00 CZK",D O H O D A o zřízení pracovního místa pro osobu se zdravotním postižením a poskytnutí příspěvku č. LBA-P-4/2019,,15429067,družstvo TEXman
17,"Česká pošta, s.p.",12641748,47114983,05.08.2020,,,"Smlouva o zajištění služeb pro Českou poštu, s.p. - Balíkovna Partner - družstvo TEXman",,13560612,družstvo TEXman
18,Ministerstvo práce a sociálních věcí,10961940,551023,25.02.2020,"57 851,24 CZK",,činnost lokálního konzultanta,,11797496,družstvo TEXman
19,Úřad práce ČR - krajská pobočka v Liberci - kontaktní pracoviště Liberec (Úřad práce České republiky),9999448,72496991,14.11.2019,"162 000,00 CZK","162 000,00 CZK","DOHODA o vyhrazení společensky účelného pracovního místa a poskytnutí příspěvku, spolufinancovaného ze státního rozpočtu a Evropského sociálního fondu č. LBA-JZ-65/2019",,10755380,družstvo TEXman
20,Liberecký kraj,9166207,70891508,01.08.2019,"70 000,00 CZK",,"Poskytnutí účelové dotace z Dotačního fondu LK, program 2.5 na projekt ""Výroba lněného povlečení B:SLOW""",,9872747,družstvo TEXman
21,"Centrum investic, rozvoje a inovací",8451519,71218840,20.05.2019,"198 347,11 CZK","240 000,00 CZK",Smlouva o zajištění exkurze,,9116507,družstvo TEXman
22,Ministerstvo práce a sociálních věcí,7685467,551023,25.02.2019,"65 000,00 CZK",,"Průběžné činnosti lokálního konzultanta pro projekt ""Podpora sociálního podnikání v CR pokračuje"" v roce 2019",,8296935,družstvo TEXman
23,Fond dalšího vzdělávání,7409715,405698,22.01.2019,"25 979,00 CZK","25 979,00 CZK",Smlouva o zajištění vzdělávání praxí,,7999811,družstvo TEXman
24,Fond dalšího vzdělávání,7377871,405698,21.01.2019,"25 979,00 CZK","25 979,00 CZK",Smlouva o zajištění vzdělávání praxí,,7965507,družstvo TEXman
25,Fond dalšího vzdělávání,6738187,405698,09.11.2018,"25 979,00 CZK","25 979,00 CZK",Smlouva o zajištění vzdělávání praxí,,7277327,družstvo TEXman
26,Fond dalšího vzdělávání,6566659,405698,23.10.2018,,,Smlouva o zajištění vzdělávání praxí,,7092191,družstvo TEXman
27,Fond dalšího vzdělávání,6308907,405698,27.09.2018,"25 979,00 CZK","25 979,00 CZK",Smlouva o zajištění vzdělávání praxí,,6808339,družstvo TEXman
